PC1,PC2,PC3,PC4,quality
0.519542109035728,-0.5713875048397805,0.36163379893773473,-1.4397525040323573,1
0.7688923474405732,-0.890175698409208,0.14135200417387345,-0.6153771771343826,1
0.7970888395305462,-0.7608574271467645,0.3220288157585815,-0.8974613710026809,1
3.169402287999727,-1.3345923762691128,0.5749282089928077,0.9296499972635032,0
1.0663459113480112,-1.1162583974165303,-0.007174536477237299,0.6173416141887106,2
2.7666281726770685,-1.2792122750600912,0.5309275110779448,0.07531864597273603,0
2.169119923931698,0.4304935556697139,-0.22008634178178818,0.055613691507318506,1
1.9826542349460443,-0.6940179564163591,0.6565721449419245,0.4166654632791451,1
1.9569046895372832,-0.8229120874142063,0.5510198643240097,0.24480687914564278,1
2.123542660932288,-0.9846516284902763,0.4978829737871264,0.3629576845871122,1
3.625036943700042,-1.5715119183687833,0.8401008488810131,1.7742925820215751,1
0.43353504548003724,-0.5667449740576758,-0.44289911471983345,-0.22373024024018803,0
1.7062204883221441,-0.6761321408882485,0.45605146544494113,-0.013280727731646111,1
1.757590290617094,-0.8759648796926599,0.4779431682441687,0.6001301896443992,1
1.7562415079484717,-1.0283344022230914,0.35965270404408795,0.2524804276787257,1
-0.8033712846302768,-0.3118995312363451,-0.07377541258981675,1.0672501160759453,2
1.8566393219181399,-0.8848174660157789,0.933597802958472,0.9299220255609917,0
0.9994657644484878,-0.7821968786678426,-0.2873650481724745,0.2870367605323395,0
1.6827933526223535,-0.8044833529558985,0.30061854020570455,0.10329554542837244,1
-0.016096523027661815,-1.022487548795526,-0.09498826575466783,-0.06142511675831333,0
0.0841306402631217,-0.8061966473193699,0.42452993286512186,-0.8959350335120331,0
0.43272242948497325,-1.0086833537447721,0.06621154494195704,-0.7023351397538621,2
-0.3475008133540588,-0.7920001133675707,0.01909533619586689,-0.014305556898301635,2
0.7505525156336145,-0.5878814123920685,0.3919308771363079,-0.6941329310531833,0
2.9432695403980156,-0.04844840478255048,1.022708088811069,0.2605854444183829,1
0.8792348145384502,-0.2558606772661019,-0.6617999867460863,-0.5930383644797848,0
0.2848795915582062,-0.8515720776404081,0.08454154332156233,-0.9438144281803117,0
-2.376598355295775,-0.6847997557897283,0.11485260892226459,0.3412451226549699,2
0.2902911576549257,0.1494789967083972,0.1063807487595921,-0.6579831375141134,1
-2.416795160480102,-0.1931256091781907,0.41979112397327917,-0.36680466673184764,2
1.8312527739505027,2.07031879630645,-1.5100119235819143,0.4006536511221039,0
-1.50914844803348,-0.6090194037994046,-0.5812258033166702,-0.46848492364025934,0
0.4068693571871145,0.17984463657756208,0.18123305232439615,-1.1608500927180523,1
1.7144738297724835,-0.6636279462038813,1.0968432715138043,-0.2950394876682742,0
-1.6773494050075026,0.06005856705025538,-0.3338729020008024,0.3906481539252692,2
-0.2634065952457442,0.7536139934633612,-1.5149741457299664,0.2833893683510372,0
-1.4251785819588212,-0.6149757324551002,-0.860513618704154,0.48912329770381585,0
-1.312329121114014,-0.6186870009740714,0.21467878927511763,0.46419733158782694,2
1.2001304483812067,-1.5638517286876574,0.4484996830148341,0.6445983600730747,0
